City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
678,Jega,NG,12.2175,4.3792,70.7,22,100,8.97,overcast clouds
679,Paamiut,GL,61.994,-49.6678,25.03,84,99,43.11,overcast clouds
680,Tete,MZ,-16.1564,33.5867,68.09,100,40,0.0,scattered clouds
681,Aguililla,MX,18.7333,-102.7333,68.25,86,48,4.97,light rain
682,Mae Hong Son,TH,19.3003,97.9685,73.54,94,75,0.0,mist
683,Alcanena,PT,39.459,-8.6689,52.32,99,100,7.7,overcast clouds
684,Pasighat,IN,28.0667,95.3333,62.83,56,6,3.38,clear sky
685,Puebloviejo,CO,10.9938,-74.2844,82.58,69,4,11.5,clear sky
686,Ishinomaki,JP,38.4167,141.3,44.6,66,98,9.82,overcast clouds
687,Yilan,TW,24.757,121.753,69.06,93,100,5.39,overcast clouds
688,Geldrop,NL,51.4217,5.5597,43.07,83,100,6.91,mist
689,Dunhua,CN,43.3725,128.2425,2.19,75,100,16.42,overcast clouds
690,Asekeyevo,RU,53.5742,52.7972,4.69,97,45,3.06,scattered clouds
691,Praya,CV,14.9215,-23.5087,74.34,66,100,12.08,overcast clouds
692,Porto Murtinho,BR,-21.6989,-57.8825,80.29,47,47,4.94,scattered clouds
693,Buta,CD,2.7858,24.73,69.22,100,100,1.25,overcast clouds
694,Taksimo,RU,56.3444,114.8794,-13.4,94,100,1.07,overcast clouds
695,Adeje,ES,28.1227,-16.726,67.32,74,75,9.22,broken clouds
696,Suruc,TR,36.9761,38.425,54.37,82,92,8.37,overcast clouds
697,Port Augusta,AU,-32.5,137.7667,78.6,29,5,9.06,clear sky
698,Agadir,MA,30.4202,-9.5982,55.85,86,26,3.74,scattered clouds
699,Mmathubudukwane,BW,-24.6,26.4333,69.94,47,23,1.68,few clouds
700,Ucluelet,CA,48.9329,-125.5528,35.1,82,88,4.21,overcast clouds
701,Shimoda,JP,34.6667,138.95,55.76,88,100,13.35,overcast clouds
702,Massakory,TD,12.996,15.7293,71.46,18,93,7.94,overcast clouds
703,Redlands,US,34.0556,-117.1825,56.34,67,0,2.19,clear sky
704,Mirador,BR,-6.3708,-44.3631,72.59,93,78,2.04,broken clouds
705,Maldonado,UY,-34.6667,-54.9167,71.22,86,0,14.88,clear sky
706,Tilichiki,RU,60.4667,166.1,32.13,98,100,31.7,snow
707,Nha Trang,VN,12.25,109.1833,84.2,87,92,6.6,overcast clouds
