City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Arraial Do Cabo,BR,-22.9661,-42.0278,74.12,91,100,20.56,overcast clouds
1,Hermanus,ZA,-34.4187,19.2345,58.8,83,100,2.17,overcast clouds
2,San Andres,CO,12.5847,-81.7006,82.24,77,52,18.14,broken clouds
3,Kashi,CN,39.4547,75.9797,17.37,25,68,0.65,broken clouds
4,Khryashchevka,RU,53.8119,49.0916,17.13,88,42,6.62,scattered clouds
5,Ostrovnoy,RU,68.0531,39.5131,23.56,89,100,6.76,overcast clouds
6,Chokurdakh,RU,70.6333,147.9167,-0.94,96,100,9.19,light snow
7,Chuy,UY,-33.6971,-53.4616,69.1,91,32,13.73,scattered clouds
8,Bluff,NZ,-46.6,168.3333,50.81,64,40,20.11,scattered clouds
9,Longyearbyen,SJ,78.2186,15.6401,35.44,80,75,8.05,light rain
10,Bambous Virieux,MU,-20.3428,57.7575,72.21,73,89,5.75,overcast clouds
11,Busselton,AU,-33.65,115.3333,66.83,68,90,9.13,overcast clouds
12,Port Elizabeth,ZA,-33.918,25.5701,65.1,93,34,1.99,scattered clouds
13,Jamestown,US,42.097,-79.2353,31.59,85,100,14.97,mist
14,Barrow,US,71.2906,-156.7887,28.42,86,100,8.05,light snow
15,Seaca De Camp,RO,43.9333,23.2167,39.85,68,100,11.1,overcast clouds
16,Avarua,CK,-21.2078,-159.775,82.45,78,75,18.41,broken clouds
17,Tasiilaq,GL,65.6145,-37.6368,37.56,93,100,18.99,light rain
18,Ushuaia,AR,-54.8,-68.3,47.86,57,20,12.66,few clouds
19,Port Alfred,ZA,-33.5906,26.891,65.17,94,100,4.83,overcast clouds
20,Lompoc,US,34.6391,-120.4579,57.78,83,100,6.91,overcast clouds
21,Vaini,TO,-21.2,-175.2,84.36,79,75,8.05,broken clouds
22,Binzhou,CN,37.3667,118.0167,22.73,18,0,4.92,clear sky
23,Bajil,YE,15.0584,43.2851,75.29,76,1,2.89,clear sky
24,Albany,US,42.6001,-73.9662,42.94,72,79,13.38,broken clouds
25,Punta Arenas,CL,-53.15,-70.9167,50.11,53,93,20.69,overcast clouds
26,Meulaboh,ID,4.1363,96.1285,77.02,87,100,2.71,overcast clouds
27,Kaitangata,NZ,-46.2817,169.8464,58.05,65,74,11.63,broken clouds
28,Butaritari,KI,3.0707,172.7902,81.54,76,48,12.46,scattered clouds
29,Lethem,GY,3.3803,-59.7968,77.38,76,83,8.72,broken clouds
30,Mataura,NZ,-46.1927,168.8643,50.49,85,98,8.14,overcast clouds
31,Olafsvik,IS,64.8945,-23.7142,43.59,80,44,33.6,scattered clouds
32,Great Falls,US,47.5002,-111.3008,36.79,60,100,20.71,overcast clouds
33,New Norfolk,AU,-42.7826,147.0587,59.72,34,12,1.45,few clouds
34,Hobart,AU,-42.8794,147.3294,60.06,52,75,9.22,broken clouds
35,Kapaa,US,22.0752,-159.319,82.72,70,0,20.71,clear sky
36,Cidreira,BR,-30.1811,-50.2056,69.98,95,100,11.9,overcast clouds
37,Okhotsk,RU,59.3833,143.3,-2.13,98,100,12.68,light snow
38,Khatanga,RU,71.9667,102.5,-26.5,95,100,7.45,overcast clouds
39,Tezu,IN,27.9167,96.1667,64.24,47,33,3.94,scattered clouds
40,Ukiah,US,39.1502,-123.2078,51.69,68,100,6.91,overcast clouds
41,Iqaluit,CA,63.7506,-68.5145,-20.31,68,70,13.0,broken clouds
42,Bengkulu,ID,-3.8004,102.2655,77.59,76,97,3.27,overcast clouds
43,Mehamn,NO,71.0357,27.8492,31.95,86,100,5.75,overcast clouds
44,Saint George,US,37.1041,-113.5841,51.94,29,0,6.91,clear sky
45,Hithadhoo,MV,-0.6,73.0833,80.85,69,60,6.76,broken clouds
46,Hilo,US,19.7297,-155.09,85.28,81,0,9.22,clear sky
47,Torbay,CA,47.6666,-52.7314,23.5,62,0,8.21,clear sky
48,Touros,BR,-5.1989,-35.4608,78.71,70,98,10.96,overcast clouds
49,Nadapuram,IN,11.7,75.6667,70.52,76,55,5.37,broken clouds
50,Auki,SB,-8.7676,160.7034,81.34,82,99,6.2,overcast clouds
51,Rikitea,PF,-23.1203,-134.9692,73.26,72,72,12.84,broken clouds
52,Tuktoyaktuk,CA,69.4541,-133.0374,2.64,95,100,8.12,light snow
53,Sydney,AU,-33.8679,151.2073,71.35,64,75,13.8,light rain
54,Ostersund,SE,63.1792,14.6357,31.6,100,100,13.0,mist
55,Jalu,LY,29.0331,21.5482,55.9,44,0,4.76,clear sky
56,Moree,AU,-29.4667,149.85,73.9,42,100,6.93,overcast clouds
57,Kodiak,US,57.79,-152.4072,26.11,74,0,4.61,clear sky
58,Cape Town,ZA,-33.9258,18.4232,71.38,81,100,3.44,overcast clouds
59,Ouesso,CG,1.6136,16.0517,68.56,99,100,1.95,overcast clouds
60,Asau,RO,46.4333,26.4,31.28,96,100,2.73,overcast clouds
61,Bredasdorp,ZA,-34.5322,20.0403,62.51,83,92,3.02,overcast clouds
62,Georgetown,MY,5.4112,100.3354,80.89,84,20,3.44,few clouds
63,Pahalgam,IN,34.0333,75.3333,31.06,44,12,9.66,few clouds
64,Tual,ID,-5.6667,132.75,82.63,73,100,18.34,overcast clouds
65,Puerto Ayora,EC,-0.7393,-90.3518,69.55,89,58,7.0,broken clouds
66,Vanimo,PG,-2.6741,141.3028,81.1,85,100,3.76,light rain
67,Adrar,MR,20.5022,-10.0711,65.12,19,9,9.24,clear sky
68,Narsaq,GL,60.9167,-46.05,28.62,91,78,2.89,broken clouds
69,Lavrentiya,RU,65.5833,-171.0,20.1,91,90,6.98,overcast clouds
70,Lima,PE,-12.0432,-77.0282,68.25,68,0,12.66,clear sky
71,Esso,RU,55.9333,158.7,20.05,89,100,7.34,light snow
72,Berea,US,41.3662,-81.8543,32.23,67,100,28.77,overcast clouds
73,Mar Del Plata,AR,-38.0023,-57.5575,63.09,96,100,11.01,light rain
74,Zharkent,KZ,44.1628,80.0,30.7,59,100,7.38,overcast clouds
75,Jinchang,CN,38.4953,102.1739,13.35,53,26,3.6,scattered clouds
76,Baracoa,CU,20.3467,-74.4958,78.6,79,45,13.56,scattered clouds
77,Hanzhong,CN,33.0728,107.0303,27.36,83,98,2.33,overcast clouds
78,Khotynets,RU,53.1286,35.3966,22.89,79,100,9.6,overcast clouds
79,Leshukonskoye,RU,64.8989,45.7622,22.12,98,96,3.06,overcast clouds
80,Emba,KZ,48.8264,58.1442,12.2,49,4,10.71,clear sky
81,Yellowknife,CA,62.456,-114.3525,-17.45,75,100,4.0,overcast clouds
82,Valparaiso,CL,-33.0393,-71.6273,58.64,77,20,8.05,few clouds
83,Kunagota,HU,46.4333,21.05,32.11,84,98,3.53,overcast clouds
84,Coro,VE,11.4045,-69.6734,76.66,84,7,7.96,clear sky
85,Maniitsoq,GL,65.4167,-52.9,19.65,73,90,33.46,overcast clouds
86,Prestea,GH,5.4327,-2.1428,73.58,96,25,1.63,light rain
87,Atuona,PF,-9.8,-139.0333,77.95,74,65,12.97,broken clouds
88,Vila Velha,BR,-20.3297,-40.2925,76.95,94,100,6.91,overcast clouds
89,Lagoa,PT,39.05,-27.9833,61.61,74,0,6.4,clear sky
90,Micheweni,TZ,-4.9667,39.8333,77.49,83,88,7.07,light rain
91,Mpanda,TZ,-6.3655,31.0409,64.51,96,100,2.01,light rain
92,Cabadiangan,PH,9.7531,122.4739,83.93,73,96,12.48,overcast clouds
93,Clyde River,CA,70.4692,-68.5914,-27.44,92,25,5.5,scattered clouds
94,Caravelas,BR,-17.7125,-39.2481,75.18,95,100,3.74,overcast clouds
95,East London,ZA,-33.0153,27.9116,70.56,90,100,2.51,overcast clouds
96,Spornoye,RU,50.8448,37.2913,25.47,54,100,13.31,overcast clouds
97,Carnarvon,AU,-24.8667,113.6333,73.53,66,9,8.68,clear sky
98,Isangel,VU,-19.55,169.2667,85.37,68,87,10.36,overcast clouds
99,Empalme,MX,27.9667,-110.8167,70.36,82,75,14.97,broken clouds
100,Milkovo,RU,54.7167,158.6167,24.48,75,5,7.56,clear sky
101,Cherskiy,RU,68.75,161.3,8.96,95,100,6.26,light snow
102,Faanui,PF,-16.4833,-151.75,80.4,78,16,14.58,few clouds
103,Afua,BR,-0.1567,-50.3867,76.05,88,15,6.71,few clouds
104,Krasnoselkup,RU,65.7,82.4667,-0.98,96,100,10.09,overcast clouds
105,Wanganui,NZ,-39.9333,175.05,62.6,74,67,18.01,broken clouds
106,Tiksi,RU,71.6872,128.8694,-11.99,99,100,14.88,overcast clouds
107,Kruisfontein,ZA,-34.0033,24.7314,62.89,86,11,1.39,few clouds
108,Bethel,US,41.3712,-73.414,52.11,63,100,11.5,overcast clouds
109,Aykhal,RU,66.0,111.5,-24.65,97,100,14.99,light snow
110,Pevek,RU,69.7008,170.3133,8.06,89,100,5.53,overcast clouds
111,Westport,US,41.1415,-73.3579,54.09,67,100,24.16,overcast clouds
112,Ponta Do Sol,PT,32.6667,-17.1,69.71,74,81,8.23,broken clouds
113,Havre-Saint-Pierre,CA,50.2334,-63.5986,21.56,93,100,11.5,overcast clouds
114,Malko Tarnovo,BG,41.9833,27.5333,46.4,98,100,10.96,light rain
115,Mokhsogollokh,RU,61.4681,128.9203,-16.33,94,100,5.95,overcast clouds
116,Bud,US,39.447,-86.1758,30.45,70,0,13.96,clear sky
117,Saint-Philippe,RE,-21.3585,55.7679,72.99,78,40,7.78,scattered clouds
118,Rurrenabaque,BO,-14.4413,-67.5278,84.02,52,0,4.72,clear sky
119,Maxixe,MZ,-23.8597,35.3472,71.19,84,52,8.95,light rain
120,Airai,TL,-8.9266,125.4092,69.85,73,97,2.01,overcast clouds
121,Husavik,IS,66.0449,-17.3389,41.58,89,51,10.87,broken clouds
122,Kyra,RU,49.5776,111.9753,-9.29,83,48,5.53,scattered clouds
123,Te Anau,NZ,-45.4167,167.7167,61.9,46,15,4.99,few clouds
124,Chulym,RU,55.0997,80.9572,-11.29,95,18,5.17,few clouds
125,Sao Filipe,CV,14.8961,-24.4956,75.43,65,100,8.25,overcast clouds
126,Veraval,IN,20.9,70.3667,71.65,42,0,10.8,clear sky
127,Puerto Escondido,MX,15.85,-97.0667,77.83,65,75,8.05,broken clouds
128,Luderitz,NA,-26.6481,15.1594,63.64,73,2,10.09,clear sky
129,Saint Anthony,US,45.0205,-93.218,16.25,73,0,11.5,clear sky
130,Kavaratti,IN,10.5669,72.642,81.57,71,100,3.38,overcast clouds
131,Carutapera,BR,-1.195,-46.02,76.39,87,24,4.07,few clouds
132,Tres Lagoas,BR,-20.7511,-51.6783,72.82,71,28,1.79,scattered clouds
133,Castro,BR,-24.7911,-50.0119,60.15,98,74,4.45,broken clouds
134,Victoria,HK,22.2855,114.1577,61.32,75,100,15.01,overcast clouds
135,San Patricio,US,28.017,-97.5169,60.84,55,0,11.65,clear sky
136,Proletarskiy,RU,50.7914,35.7731,27.37,50,100,13.53,overcast clouds
137,Dauriya,RU,49.9333,116.8667,-11.79,92,71,12.1,broken clouds
138,Aripuana,BR,-9.1667,-60.6333,74.7,87,46,2.53,scattered clouds
139,Makueni,KE,-1.8041,37.6203,61.74,96,78,2.48,light rain
140,Salinopolis,BR,-0.6136,-47.3561,78.67,81,48,6.71,scattered clouds
141,Aklavik,CA,68.2191,-135.0107,2.88,97,100,4.27,light snow
142,Tuatapere,NZ,-46.1333,167.6833,55.54,67,85,11.21,overcast clouds
143,Twentynine Palms,US,34.1356,-116.0542,57.34,32,0,1.07,clear sky
144,Kuloy,RU,61.0305,42.4925,5.27,97,70,1.83,broken clouds
145,Rio Grande,BR,-32.035,-52.0986,70.79,90,91,16.4,overcast clouds
146,Saint-Joseph,RE,-21.3667,55.6167,71.98,78,24,7.11,few clouds
147,Coroico,BO,-16.1889,-67.7271,62.78,91,91,2.89,overcast clouds
148,Elat,IL,29.5581,34.9482,58.84,63,0,0.0,clear sky
149,Vysokogornyy,RU,50.1167,139.15,-10.25,85,100,12.39,overcast clouds
150,Baykit,RU,61.67,96.37,-0.51,97,100,3.71,overcast clouds
151,Santa Cruz,BO,-17.8,-63.1667,74.66,83,75,13.8,broken clouds
152,Hamilton,US,39.1834,-84.5333,34.09,61,0,14.97,clear sky
153,Tutoia,BR,-2.7619,-42.2744,78.4,87,91,11.79,overcast clouds
154,Batagay,RU,67.6333,134.6333,-21.77,99,100,1.7,light snow
155,Turukhansk,RU,65.8167,87.9833,5.74,94,100,14.05,overcast clouds
156,Arosa,CH,46.7779,9.6762,22.35,93,93,3.96,overcast clouds
157,Faya,SA,18.3851,42.4509,50.52,82,17,0.85,few clouds
158,Laguna,US,38.421,-121.4238,55.9,57,0,5.75,clear sky
159,Hasaki,JP,35.7333,140.8333,50.4,74,100,18.1,overcast clouds
160,Rute,ES,37.3269,-4.3683,47.28,47,100,1.95,overcast clouds
161,Stornoway,GB,58.2093,-6.3865,49.96,94,100,21.85,overcast clouds
162,Zyryanka,RU,65.75,150.85,-16.4,96,100,9.48,overcast clouds
163,Dunedin,NZ,-45.8742,170.5036,58.8,70,99,1.99,overcast clouds
164,Canutama,BR,-6.5339,-64.3831,76.6,89,38,1.41,scattered clouds
165,Pisco,PE,-13.7,-76.2167,66.25,82,0,19.57,clear sky
166,Ancud,CL,-41.8697,-73.8203,46.22,73,6,5.03,clear sky
167,Calama,CL,-22.4667,-68.9333,55.89,30,0,13.8,clear sky
168,Marsa Matruh,EG,31.3525,27.2453,61.93,59,0,9.57,clear sky
169,Itoman,JP,26.1247,127.6694,68.02,77,75,17.27,broken clouds
170,Provideniya,RU,64.3833,-173.3,30.36,74,0,2.24,clear sky
171,Khandyga,RU,62.6667,135.6,-31.77,95,100,1.39,overcast clouds
172,Smolenka,RU,52.1352,113.4974,-0.06,60,100,8.95,overcast clouds
173,Bayan,CN,46.0833,127.4,-2.36,76,80,11.14,broken clouds
174,Dharchula,IN,29.85,80.5333,52.14,17,0,8.32,clear sky
175,Briancon,FR,44.9,6.65,32.5,85,84,2.93,broken clouds
176,Aksum,ET,14.1245,38.7244,52.07,46,5,3.69,clear sky
177,Cameron Park,US,38.6688,-120.9872,51.57,60,100,1.01,overcast clouds
178,Mackay,AU,-21.15,149.2,75.69,74,100,7.74,overcast clouds
179,Upernavik,GL,72.7868,-56.1549,7.57,91,100,19.91,light snow
180,Nikolskoye,RU,59.7035,30.7861,22.91,90,95,3.65,overcast clouds
181,Grindavik,IS,63.8424,-22.4338,43.27,81,75,27.63,broken clouds
182,Mandiana,GN,10.6333,-8.6833,76.15,36,20,2.66,few clouds
183,Broken Hill,AU,-31.95,141.4333,73.62,32,44,16.75,scattered clouds
184,Mandalgovi,MN,45.7625,106.2708,-3.75,57,0,7.36,clear sky
185,Tefe,BR,-3.3542,-64.7114,77.18,90,79,2.68,broken clouds
186,Biak,ID,-0.9131,122.8766,82.11,66,100,1.59,light rain
187,Fort Nelson,CA,58.8053,-122.7002,-16.06,86,11,1.01,few clouds
188,Jay,US,44.5039,-70.2162,53.91,47,100,17.22,heavy intensity rain
189,Ilulissat,GL,69.2167,-51.1,23.02,80,100,24.16,mist
190,Waipawa,NZ,-41.4122,175.5153,55.96,65,83,11.34,broken clouds
191,Berlevag,NO,70.8578,29.0864,32.0,86,20,11.5,few clouds
192,Bac Lieu,VN,9.285,105.7244,80.87,81,100,16.67,overcast clouds
193,Lebu,CL,-37.6167,-73.65,53.17,75,0,21.3,clear sky
194,Shingu,JP,33.7333,135.9833,51.19,53,79,4.36,broken clouds
195,Charters Towers,AU,-20.1,146.2667,77.29,58,73,12.37,broken clouds
196,Mayumba,GA,-3.432,10.6554,76.46,88,99,5.17,light rain
197,Ialibu,PG,-6.2821,143.9935,67.57,65,100,4.14,overcast clouds
198,Port Moresby,PG,-9.4431,147.1797,83.35,73,80,7.11,broken clouds
199,Srednekolymsk,RU,67.45,153.6833,-11.85,98,100,4.21,overcast clouds
200,Mendi,PG,-6.1761,143.6513,68.74,64,100,4.23,overcast clouds
201,Dillon,US,34.4166,-79.3712,62.62,68,74,15.5,broken clouds
202,Smyrna,US,33.884,-84.5144,48.06,47,0,10.36,clear sky
203,Bambanglipuro,ID,-7.95,110.2833,80.65,71,100,5.46,overcast clouds
204,Solnechnyy,RU,50.7214,136.6319,-4.52,80,37,3.56,scattered clouds
205,Harper,LR,4.375,-7.7169,77.11,87,100,3.96,moderate rain
206,Marsh Harbour,BS,26.5412,-77.0636,77.9,75,14,9.57,few clouds
207,Rehburg-Loccum,DE,52.4667,9.2,40.5,96,75,5.75,mist
208,Geraldton,AU,-28.7667,114.6,70.21,64,100,10.36,overcast clouds
209,Moose Factory,CA,51.2585,-80.6094,28.38,80,100,18.41,overcast clouds
210,Luanda,AO,-8.8368,13.2343,75.2,88,75,3.44,broken clouds
211,Awbari,LY,26.5921,12.7805,49.68,36,0,0.76,clear sky
212,Kununurra,AU,-15.7667,128.7333,91.38,38,96,5.75,overcast clouds
213,Brownwood,US,31.7093,-98.9912,42.12,58,55,9.19,broken clouds
214,Kautokeino,NO,69.0125,23.0412,22.33,97,100,3.27,overcast clouds
215,Nanortalik,GL,60.1432,-45.2371,27.54,78,65,32.59,broken clouds
216,Atar,MR,20.5169,-13.0499,69.33,17,6,6.82,clear sky
217,Severodvinsk,RU,64.5635,39.8302,15.91,86,100,5.86,overcast clouds
218,Halifax,CA,44.6453,-63.5724,49.44,86,100,14.0,overcast clouds
219,Naze,JP,28.3667,129.4833,60.53,75,100,19.62,overcast clouds
220,Port Hardy,CA,50.6996,-127.4199,25.59,68,92,9.17,overcast clouds
221,Povoa De Lanhoso,PT,41.5787,-8.282,49.82,83,86,4.97,overcast clouds
222,Cabo San Lucas,MX,22.8909,-109.9124,76.05,68,0,4.61,clear sky
223,Thompson,CA,55.7435,-97.8558,-18.35,94,14,5.61,few clouds
224,Zhuhai,CN,22.2769,113.5678,58.78,88,40,23.02,scattered clouds
225,Keta,GH,5.9179,0.9879,80.24,79,84,6.73,broken clouds
226,Severo-Kurilsk,RU,50.6789,156.125,30.09,73,99,23.49,light snow
227,Chongwe,ZM,-15.3292,28.682,61.0,95,0,3.91,clear sky
228,Rosarito,MX,32.3333,-117.0333,57.47,67,1,4.34,clear sky
229,Eureka,US,40.8021,-124.1637,50.2,92,100,8.01,moderate rain
230,Leh,IN,34.1667,77.5833,16.92,59,66,0.6,broken clouds
231,Saldanha,ZA,-33.0117,17.9442,62.8,92,100,7.54,overcast clouds
232,Kavieng,PG,-2.5744,150.7967,84.79,66,100,2.91,overcast clouds
233,Abnub,EG,27.2696,31.1511,60.08,49,0,2.98,clear sky
234,Cortland,US,42.6001,-76.083,36.0,67,100,13.8,overcast clouds
235,Velyka Bilozerka,UA,47.2776,34.7062,32.61,64,99,12.95,overcast clouds
236,Katangli,RU,51.7102,143.2326,-2.81,88,30,12.39,scattered clouds
237,Esperance,AU,-33.8667,121.9,79.03,41,0,14.9,clear sky
238,Calabozo,VE,8.9242,-67.4293,76.66,73,27,8.16,scattered clouds
239,Mount Gambier,AU,-37.8333,140.7667,66.07,57,37,9.04,scattered clouds
240,Qaanaaq,GL,77.484,-69.3632,-22.77,80,15,3.47,few clouds
241,Hofn,IS,64.2539,-15.2082,47.3,96,100,14.03,overcast clouds
242,Shache,CN,38.4167,77.2406,18.39,21,99,3.36,overcast clouds
243,Dikson,RU,73.5069,80.5464,22.5,95,100,12.3,overcast clouds
244,Zhanaozen,KZ,43.3,52.8,26.89,30,100,11.23,overcast clouds
245,Tambovka,RU,50.0969,128.0489,-13.4,85,5,6.78,clear sky
246,San Jeronimo,PE,-11.9472,-75.2829,55.31,66,37,2.48,scattered clouds
247,Manggar,ID,-2.8833,108.2667,81.73,75,100,8.19,overcast clouds
248,Concordia,AR,-31.393,-58.0209,81.79,57,23,15.01,few clouds
249,Biloela,AU,-24.4167,150.5,61.57,87,100,20.13,overcast clouds
250,Constitucion,CL,-35.3333,-72.4167,54.28,81,0,12.75,clear sky
251,Havoysund,NO,70.9963,24.6622,35.83,82,40,6.2,scattered clouds
252,Tigil,RU,57.8,158.6667,25.29,90,100,6.29,overcast clouds
253,Karratha,AU,-20.7377,116.8463,89.74,34,1,8.95,clear sky
254,Bloemfontein,ZA,-29.1211,26.214,69.91,43,100,8.41,overcast clouds
255,San Pedro De Macoris,DO,18.4616,-69.2972,75.81,90,0,9.28,clear sky
256,Parvatsar,IN,26.8833,74.7667,54.93,51,0,3.56,clear sky
257,Port Hedland,AU,-20.3167,118.5667,91.45,49,8,9.22,clear sky
258,Kasongo-Lunda,CD,-6.4667,16.8167,67.33,96,92,1.21,overcast clouds
259,Araouane,ML,18.9048,-3.5265,71.82,17,100,11.79,overcast clouds
260,Riyadh,SA,24.6877,46.7219,62.74,34,100,8.12,overcast clouds
261,Mapiri,BO,-15.25,-68.1667,74.14,78,100,1.7,overcast clouds
262,Santa Rosa,PH,14.3122,121.1114,84.11,91,99,13.0,moderate rain
263,Sisimiut,GL,66.9395,-53.6735,15.4,82,100,26.15,overcast clouds
264,Merauke,ID,-8.4667,140.3333,84.18,72,93,12.12,overcast clouds
265,Challans,FR,46.8436,-1.8749,43.97,92,3,10.25,clear sky
266,Lorengau,PG,-2.0226,147.2712,84.36,71,100,6.04,overcast clouds
267,Viloco,BO,-16.95,-67.55,47.43,76,99,5.01,overcast clouds
268,Iberia,US,29.9502,-91.7507,53.67,54,0,16.11,clear sky
269,Svetlogorsk,BY,52.6333,29.7333,16.88,95,16,6.69,few clouds
270,Inirida,CO,3.8653,-67.9239,74.1,95,100,2.77,moderate rain
271,Kahului,US,20.8947,-156.47,80.96,76,40,13.8,scattered clouds
272,Smithers,CA,54.7804,-127.1743,0.0,91,80,0.87,broken clouds
273,Randudongkal,ID,-7.0981,109.3243,78.73,77,94,3.47,overcast clouds
274,Nuuk,GL,64.1835,-51.7216,22.87,92,100,31.0,overcast clouds
275,Paulo Ramos,BR,-4.2167,-45.1833,76.5,82,92,0.78,overcast clouds
276,Raudeberg,NO,61.9875,5.1352,41.67,72,9,8.61,clear sky
277,Ken Caryl,US,39.5773,-105.1169,32.11,70,70,3.0,broken clouds
278,Ribeira Grande,PT,38.5167,-28.7,61.77,79,13,3.0,few clouds
279,Candido Mendes,BR,-1.4467,-45.7167,75.56,90,48,2.68,scattered clouds
280,Oda,JP,35.1833,132.5,46.76,64,100,12.37,light rain
281,Ajdabiya,LY,30.7554,20.2263,61.83,56,0,9.75,clear sky
282,Araguaina,BR,-7.1911,-48.2072,72.45,93,88,2.48,overcast clouds
283,Harpanahalli,IN,14.8,75.9833,63.39,79,94,5.7,overcast clouds
284,Souillac,MU,-20.5167,57.5167,74.53,78,20,5.08,few clouds
285,Lockhart,US,28.6194,-81.4426,71.58,78,0,0.0,clear sky
286,Ampanihy,MG,-24.7,44.75,69.13,89,100,7.52,overcast clouds
287,Suntar,RU,62.1444,117.6319,-16.67,96,100,5.66,overcast clouds
288,Vostok,RU,46.4856,135.8833,-5.08,90,100,12.57,overcast clouds
289,Anloga,GH,5.7947,0.8973,80.2,80,66,6.78,light rain
290,Roebourne,AU,-20.7833,117.1333,91.47,32,13,7.99,few clouds
291,Santa Maria,BR,-29.6842,-53.8069,73.6,74,97,9.55,overcast clouds
292,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,85,4,4.59,clear sky
293,Tsaratanana,MG,-16.7833,47.65,73.49,85,75,4.14,broken clouds
294,Podyuga,RU,61.095,40.8647,9.09,97,99,2.13,overcast clouds
295,Acajutla,SV,13.5928,-89.8275,78.21,80,100,3.78,overcast clouds
296,Cockburn Town,TC,21.4612,-71.1419,81.07,69,41,18.7,scattered clouds
297,Quatre Cocos,MU,-20.2078,57.7625,72.09,73,76,5.88,light rain
298,Jumla,NP,29.2747,82.1838,39.92,18,0,5.75,clear sky
299,Norman Wells,CA,65.282,-126.8329,3.07,97,100,2.66,light snow
300,Sartell,US,45.6216,-94.2069,13.95,74,0,13.8,clear sky
301,Grajewo,PL,53.6473,22.4554,30.11,96,100,6.22,overcast clouds
302,Andenes,NO,69.3143,16.1194,39.18,87,100,6.91,overcast clouds
303,Buenos Aires,AR,-34.6132,-58.3772,71.44,87,100,5.75,light rain
304,Mponela,MW,-13.5319,33.7401,62.2,92,81,3.29,light rain
305,Datong,CN,40.0936,113.2914,10.56,21,0,8.59,clear sky
306,Rawson,AR,-43.3002,-65.1023,59.83,55,0,19.93,clear sky
307,Novaya Igirma,RU,57.1334,103.9112,-3.6,97,100,8.32,light snow
308,Ola,RU,59.5833,151.2833,21.15,79,100,19.75,light snow
309,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.64,92,100,15.17,overcast clouds
310,Cayenne,GF,4.9333,-52.3333,78.84,89,75,3.44,broken clouds
311,Parkes,AU,-33.1333,148.1833,75.38,38,86,4.94,overcast clouds
312,Herat,AF,34.5,62.0,42.58,79,100,10.92,overcast clouds
313,Bilma,NE,18.6853,12.9164,63.99,32,0,8.41,clear sky
314,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.1,98,96,2.62,overcast clouds
315,Sukumo,JP,32.9333,132.7333,48.4,64,100,7.94,overcast clouds
316,Sitka,US,57.0531,-135.33,26.49,33,0,3.44,clear sky
317,Chlorakas,CY,34.8042,32.4083,58.08,94,0,5.75,clear sky
318,San Vicente,AR,-26.6167,-54.1333,64.47,93,33,2.3,light rain
319,Pitimbu,BR,-7.4706,-34.8086,79.39,73,100,8.34,light rain
320,Sinnamary,GF,5.3833,-52.95,76.55,88,62,8.63,broken clouds
321,Qinzhou,CN,21.95,108.6167,47.39,80,100,17.94,overcast clouds
322,Baft,IR,29.234,56.6057,44.65,46,47,2.89,scattered clouds
323,Sioux Lookout,CA,50.1001,-91.917,10.62,88,100,13.87,overcast clouds
324,Qasigiannguit,GL,68.8193,-51.1922,23.25,95,100,4.74,light snow
325,Karpathos,GR,35.507,27.2132,64.36,77,100,19.57,overcast clouds
326,Celestun,MX,20.8667,-90.4,78.46,84,24,15.9,light rain
327,San Quintin,MX,30.4833,-115.95,57.85,72,0,10.71,clear sky
328,Male,MV,4.1748,73.5089,81.07,68,13,2.3,few clouds
329,Talnakh,RU,69.4865,88.3972,-3.28,99,97,5.03,overcast clouds
330,Broome,US,42.2506,-75.833,36.91,72,100,17.27,overcast clouds
331,Karaton,ID,-6.3424,106.1045,80.49,70,82,5.1,broken clouds
332,Guamuchil,MX,25.4667,-108.1,73.67,36,0,5.1,clear sky
333,Udachnyy,RU,66.4167,112.4,-15.56,68,100,21.88,light snow
334,Hami,CN,42.8,93.45,10.22,22,56,1.32,broken clouds
335,Ugoofaaru,MV,5.6667,73.0,80.83,68,27,1.95,scattered clouds
336,High Rock,BS,26.6208,-78.2833,75.22,77,96,10.2,overcast clouds
337,Hendek,TR,40.7994,30.7481,50.58,87,100,0.72,overcast clouds
338,Yerbogachen,RU,61.2767,108.0108,-8.09,97,100,6.26,overcast clouds
339,Taltal,CL,-25.4,-70.4833,65.05,77,0,4.5,clear sky
340,Kloulklubed,PW,7.0419,134.2556,84.7,75,100,16.51,overcast clouds
341,Salalah,OM,17.0151,54.0924,73.49,68,0,4.61,clear sky
342,Ocampo,MX,21.65,-101.5,54.43,83,2,20.27,clear sky
343,Timberlake,US,37.3207,-79.2575,46.36,35,0,8.05,clear sky
